order_id,customer_id,order_ts,currency
1000316,55,2022-05-29 03:35:31,GBP
1000317,56,2021-09-06 11:54:39,USD
1000318,56,2022-01-03 20:32:43,USD
1000319,56,2022-12-13 13:57:24,USD
1000320,56,2023-01-01 12:48:22,USD
1000321,56,2021-12-12 15:16:41,USD
1000322,56,2023-11-03 10:44:28,usd
1000323,56,2021-03-22 15:16:58,USD
1000324,56,2023-03-18 23:06:10,USD
1000325,56,2021-08-22 13:34:20,USD
1000326,56,2022-12-14 05:44:45,SGD
1000327,57,2022-10-10 04:00:50,jpy
1000328,57,2023-07-14 14:12:09,jpy
1000329,57,2022-11-25 04:32:48,jpy
1000330,58,2023-07-16 11:55:28,eur
1000331,58,2023-09-13 15:14:20,eur
1000332,58,2023-09-11 01:41:42,eur
1000333,58,2023-02-12 13:50:32,eur
1000334,58,2023-04-08 12:05:13,eur
1000335,58,2023-12-06 09:08:27,eur
1000336,58,2023-08-29 14:16:59,eur
1000337,58,2023-11-16 04:50:30,eur
1000338,58,2023-06-30 02:47:09,eur
1000339,58,2023-10-07 17:02:29,eur
1000340,58,2023-08-17 11:49:45,eur
1000341,59,2023-02-24 06:49:45,eur
1000342,60,2022-05-31 03:01:56,gbp
1000343,60,2022-08-17 22:14:23,gbp
1000344,60,2024-01-20 02:27:27,gbp
1000345,60,2023-11-12 10:02:14,gbp
1000346,60,2023-11-06 03:45:07,gbp
1000347,60,2022-12-27 06:33:38,gbp
1000348,60,2023-07-13 20:21:17,gbp
1000349,60,2023-03-05 16:01:58,gbp
1000350,60,2024-01-31 21:22:22,gbp
1000351,60,2023-01-05 10:38:40,gbp
1000352,60,2022-10-27 10:23:09,gbp
1000353,61,2023-07-07 11:40:02,RMB
1000354,61,2023-08-14 12:02:10,RMB
1000355,61,2022-05-20 22:25:48,RMB
1000356,61,2023-03-17 11:38:37,RMB
1000357,62,2023-08-04 13:42:50,sgd
1000358,62,2023-11-05 02:18:08, sgd
1000359,62,2023-12-07 13:57:48, sgd
1000360,62,2023-06-16 03:59:31, sgd
1000361,62,2023-10-26 15:23:40, sgd
1000362,62,2023-11-19 17:48:05, sgd
1000363,62,2023-09-18 08:57:39, sgd
1000364,62,2023-07-16 05:20:35, sgd
1000365,62,2023-09-02 22:49:53, sgd
1000366,62,2023-12-25 00:56:50, sgd
1000367,62,2023-11-10 16:09:33, sgd
1000368,62,2023-08-30 05:30:22, sgd
1000369,63,2022-09-10 04:33:05,sgd 
1000370,63,2023-05-30 06:56:00,USD
1000371,63,2022-07-18 12:34:18,sgd 
1000372,63,2022-05-09 08:57:08,sgd 
1000373,63,2022-09-16 10:28:51,sgd 
1000374,63,2023-08-15 17:19:16,sgd 
1000375,63,2022-08-16 17:36:00,sgd 
1000376,64,2022-02-11 19:51:44,CNY
1000377,65,2023-05-09 04:16:48,USD
1000378,65,2022-10-20 09:05:20,USD
1000379,65,2022-05-07 05:46:25,USD
1000380,65,2023-09-04 04:47:18,USD
1000381,65,2023-01-23 03:39:58,USD
1000382,66,2023-05-14 01:02:55,GBP
1000383,66,2022-12-24 15:06:02,GBP
1000384,67,2021-01-11 13:11:40,USD
1000385,68,2022-09-15 08:41:49,RMB
1000386,68,2021-12-21 23:59:28,RMB
1000387,69,2023-12-18 06:55:23,SGD
1000388,70,2022-11-11 00:41:16,sgd 
1000389,71,2021-08-23 17:44:13,SGD
1000390,71,2021-11-18 20:54:02,SGD
1000391,71,2021-03-18 11:35:19,SGD
1000392,71,2021-05-30 15:22:35,SGD
1000393,71,2021-09-01 14:31:05,SGD
1000394,72,2024-03-20 17:56:50,EUR
1000395,73,2023-12-21 05:34:54,JPY
1000396,73,2023-12-14 22:44:11,eur
1000397,73,2023-11-20 13:14:32,JPY
1000398,73,2023-11-25 19:01:41,JPY
1000399,74,2022-12-27 14:19:53,gbp
1000400,75,2023-02-11 03:13:05,USD
1000401,75,2023-05-09 15:04:00,sgd 
1000402,75,2023-06-22 11:10:12,sgd
1000403,75,2023-07-14 09:05:53,YEN
1000404,75,2024-02-25 17:18:24,sgd
1000405,75,2023-05-22 18:49:48,sgd
1000406,75,2024-03-27 06:01:29,sgd
1000407,75,2023-04-28 17:38:33,sgd
1000408,75,2023-12-24 01:52:01,sgd
1000409,76,2023-01-15 22:23:46,CNY
1000410,77,2024-01-15 16:18:35,yen
1000411,78,2024-01-18 15:45:12,sgd
1000412,78,2024-01-13 16:36:57,sgd
1000413,78,2023-05-15 23:40:18,sgd
1000414,78,2024-03-24 11:31:55,sgd
1000415,78,2023-10-19 21:14:50,usd
1000416,78,2023-03-09 21:16:25,sgd
1000417,78,2023-12-20 10:01:55,EUR
1000418,78,2024-02-11 14:40:20,sgd
1000419,78,2023-09-04 03:23:15,sgd
1000420,78,2023-08-12 02:23:09,sgd
1000421,78,2023-01-21 05:44:47,sgd
1000422,78,2023-10-14 23:56:03,sgd
1000423,78,2024-03-10 03:34:12,sgd
1000424,78,2023-10-04 15:45:18,sgd
1000425,78,2023-10-07 23:35:10,sgd
1000426,79,2023-07-03 16:17:02,CNY
1000427,79,2022-11-22 12:15:39,CNY
1000428,80,2022-11-28 19:54:11,CNY
1000429,81,2023-07-27 18:26:28,sgd
1000430,81,2023-10-19 12:08:54,sgd
1000431,81,2024-01-05 04:08:55,sgd
1000432,81,2022-10-18 23:25:34,sgd
1000433,81,2023-03-02 20:51:57,sgd
1000434,81,2022-09-22 23:50:04, sgd
1000435,81,2023-02-27 06:57:24,sgd
1000436,81,2023-11-27 15:14:51,YEN
1000437,81,2023-12-21 20:55:24,sgd
1000438,81,2024-03-11 11:20:59,sgd
1000439,81,2022-11-04 15:58:38,sgd
1000440,81,2023-10-01 21:26:51,sgd
1000441,81,2023-04-23 08:32:14,YEN
1000442,81,2023-10-10 22:18:05,sgd
1000443,81,2023-07-21 18:01:13,sgd
1000444,81,2024-02-16 22:36:45,sgd
1000445,81,2023-07-24 08:42:27,sgd
1000446,81,2023-01-28 01:41:18,sgd
1000447,81,2023-04-14 09:24:56,sgd
1000448,81,2023-11-29 01:54:45,sgd
1000449,81,2023-12-16 03:55:09,usd
1000450,81,2023-02-07 12:15:48,sgd
1000451,82,2023-03-14 04:26:21,rmb
1000452,82,2021-10-30 21:29:42,rmb
1000453,82,2023-05-01 18:33:37,rmb
1000454,82,2022-07-14 07:15:06,rmb
1000455,82,2022-06-23 15:35:41,rmb
1000456,84,2023-04-23 18:34:36,SGD
1000457,85,2023-09-15 23:33:51, sgd
1000458,85,2023-07-20 05:04:27, sgd
1000459,85,2023-09-27 06:03:24, sgd
1000460,85,2024-02-03 03:44:15, sgd
1000461,85,2023-11-27 06:50:23, sgd
1000462,85,2023-10-08 23:00:29, sgd
1000463,85,2023-07-31 02:20:01,rmb
1000464,85,2023-06-15 00:07:54, sgd
1000465,85,2023-07-23 22:39:03,sgd 
1000466,85,2023-11-15 18:07:13, sgd
1000467,85,2023-11-20 14:33:49, sgd
1000468,85,2023-11-27 17:05:06,eur
1000469,85,2024-02-13 17:04:45,cny
1000470,85,2023-08-05 07:38:45, sgd
1000471,85,2023-10-28 15:40:02, sgd
1000472,85,2023-10-25 22:13:35, sgd
1000473,86,2023-12-23 09:36:02,gbp
1000474,86,2024-01-17 08:25:39,gbp
1000475,86,2024-02-21 02:10:29,gbp
1000476,87,2023-07-22 01:09:49,JPY
1000477,87,2023-08-10 23:19:48,JPY
1000478,88,2022-03-14 14:17:31,cny
1000479,88,2023-01-29 01:46:49,cny
1000480,88,2023-04-07 23:45:09,cny
1000481,88,2022-09-11 10:07:26,cny
1000482,89,2023-07-10 18:39:32,USD
1000483,90,2023-08-25 21:50:57,jpy
1000484,91,2023-12-25 16:13:39,sgd 
1000485,91,2024-03-16 02:20:57,sgd 
1000486,92,2023-08-27 13:06:10,EUR
1000487,92,2023-11-20 17:33:19,EUR
1000488,92,2024-01-06 15:55:46,EUR
1000489,92,2023-11-30 00:11:32,EUR
1000490,92,2023-10-13 20:12:04,EUR
1000491,92,2023-11-29 09:13:57,USD
1000492,92,2024-01-16 13:29:22,RMB
1000493,92,2023-08-20 23:07:02,EUR
1000494,92,2023-10-05 19:42:26,yen
1000495,92,2023-08-24 23:49:07,EUR
1000496,92,2023-10-14 01:34:37,EUR
1000497,92,2023-09-13 03:47:04,jpy
1000498,92,2023-07-24 20:44:39,EUR
1000499,92,2024-03-04 17:10:36,EUR
1000500,92,2023-08-17 14:26:02,cny
1000501,92,2024-01-31 20:06:38,EUR
1000502,92,2023-09-03 15:10:55,EUR
1000503,92,2023-09-09 20:27:36,EUR
1000504,92,2023-10-09 19:02:17,EUR
1000505,92,2024-03-30 21:10:33,EUR
1000506,92,2023-10-27 05:08:10, sgd
1000507,93,2023-12-24 03:51:56,JPY
1000508,94,2021-01-25 19:11:28,rmb
1000509,95,2023-10-06 00:05:25,usd
1000510,95,2023-08-12 23:20:46,usd
1000511,95,2023-08-30 14:24:04,usd
1000512,95,2023-10-01 14:28:04,eur
1000513,95,2023-11-09 07:22:50,usd
1000514,95,2023-11-18 05:15:33,usd
1000515,95,2023-07-11 07:33:51,cny
1000516,95,2023-11-09 23:45:06,usd
1000517,95,2023-06-19 16:33:25,usd
1000518,95,2023-07-09 19:54:25,usd
1000519,95,2023-12-13 20:29:42,usd
1000520,95,2024-03-06 10:03:14,usd
1000521,95,2023-07-23 07:13:18,CNY
1000522,95,2023-06-08 11:43:22,usd
1000523,96,2021-04-09 02:15:32,SGD
1000524,96,2022-10-27 04:16:28,SGD
1000525,96,2021-09-07 21:09:28,SGD
1000526,97,2021-05-23 10:03:02,rmb
1000527,97,2023-11-16 07:56:33,rmb
1000528,97,2021-08-13 01:37:29,rmb
1000529,97,2022-02-02 13:58:07,rmb
1000530,97,2021-03-21 00:14:28,rmb
1000531,97,2021-10-03 04:42:53,YEN
1000532,97,2022-05-11 23:42:55,rmb
1000533,97,2022-09-25 05:02:34,rmb
1000534,97,2022-04-28 10:59:35,rmb
1000535,97,2021-11-02 16:58:56,yen
1000536,97,2023-06-18 05:25:26,rmb
1000537,97,2021-01-27 22:44:12,rmb
1000538,97,2021-07-12 03:41:11,rmb
1000539,97,2021-05-16 22:43:21,GBP
1000540,97,2021-04-28 20:39:49,rmb
1000541,97,2022-09-25 05:37:35,rmb
1000542,97,2022-04-10 01:06:11,rmb
1000543,97,2021-11-09 22:26:26,usd
1000544,97,2022-05-21 14:09:30,rmb
1000545,97,2021-06-01 05:13:57,rmb
1000546,97,2022-06-22 13:05:44,gbp
1000547,97,2022-10-09 04:33:39,rmb
1000548,97,2022-06-08 12:33:30,rmb
1000549,97,2022-12-20 02:03:59,JPY
1000550,97,2023-10-11 09:39:09,rmb
1000551,97,2023-02-18 19:07:54,rmb
1000552,98,2023-10-13 18:55:26,sgd
1000553,98,2024-02-17 12:13:16,cny
1000554,98,2024-03-02 21:10:14,cny
1000555,98,2023-09-04 05:57:06,cny
1000556,98,2023-09-10 18:07:40,cny
1000557,98,2024-03-15 01:36:21,cny
1000558,98,2023-12-18 16:17:57,sgd
1000559,98,2024-02-23 09:33:11,cny
1000560,98,2023-11-29 10:48:32,sgd
1000561,98,2024-01-09 05:22:23,cny
1000562,99,2020-06-10 16:18:29,sgd
1000563,99,2021-09-05 08:03:50,jpy
1000564,99,2020-03-13 23:21:22,sgd
1000565,99,2020-04-24 20:59:49,sgd
1000566,99,2021-01-21 14:52:39,sgd
1000567,99,2021-01-27 08:37:15,yen
1000568,99,2021-08-26 21:36:43,sgd
1000569,99,2020-08-26 21:12:30,sgd
1000570,99,2021-06-08 21:50:00,sgd
1000571,99,2020-07-14 17:21:44,sgd
1000572,99,2023-08-28 17:01:42,sgd
1000573,99,2019-07-22 05:01:49,sgd
1000574,99,2020-09-18 23:20:29,sgd
1000575,99,2022-09-12 12:45:34,sgd
1000576,99,2020-09-10 21:31:42,sgd
1000577,99,2020-08-27 12:22:05,yen
1000578,100,2021-04-14 21:34:17,sgd
1000579,100,2021-04-01 15:28:39,RMB
1000580,100,2020-10-01 10:43:49,sgd
1000581,101,2023-09-12 21:15:47,USD
1000582,101,2023-06-20 01:54:09,gbp
1000583,101,2024-02-16 19:37:39,USD
1000584,101,2023-11-02 22:05:28,cny
1000585,101,2022-12-05 16:17:25,USD
1000586,101,2024-03-09 15:52:29,USD
1000587,101,2023-01-11 03:06:27,USD
1000588,102,2023-02-26 21:31:33,USD
1000589,102,2023-01-11 13:33:37,USD
1000590,102,2023-06-13 21:23:44,USD
1000591,102,2022-10-17 03:56:15,rmb
1000592,103,2022-11-11 22:49:48,RMB
1000593,103,2023-06-07 07:22:22,RMB
1000594,103,2022-09-13 05:05:17,YEN
1000595,103,2022-05-08 14:48:46,RMB
1000596,103,2022-09-28 05:09:59,RMB
1000597,103,2023-05-30 22:14:43,YEN
1000598,103,2023-01-08 05:01:54,RMB
1000599,104,2021-06-11 20:41:02,JPY
1000600,104,2022-05-28 01:29:20,JPY
1000601,104,2020-12-14 19:51:53,JPY
1000602,104,2021-08-28 03:23:04,JPY
1000603,104,2021-06-08 15:38:05,jpy
1000604,104,2021-04-28 15:16:54,JPY
1000605,104,2022-08-10 23:15:28,RMB
1000606,104,2022-11-27 07:51:52,JPY
1000607,105,2023-03-13 15:01:09,eur
1000608,106,2024-03-19 15:42:25,RMB
1000609,106,2024-03-06 06:14:51,RMB
1000610,106,2024-03-25 03:21:44,RMB
1000611,106,2024-03-28 22:59:36,RMB
1000612,106,2024-04-03 16:03:14,RMB
1000613,106,2024-03-28 04:17:38,RMB
1000614,106,2024-03-16 17:18:32,RMB
