order_id,product_id,category,quantity,unit_price
1000036,97146,automotive,1,784.90
1000036,63927,office,1,96.53
1000036,63998,toys,1,113.52
1000037,34892,toys,2,26.41
1000037,21348,toys,3,23.03
1000038,18532,office,2,62.98
1000038,28392,pet,5,16.48
1000038,84444,fashion,1,163.87
1000038,42980,toys,1,70.72
1000039,50071,pet,3,55.19
1000040,13655,pet,1,145.88
1000040,58342,pet,1,31.92
1000040,56354,toys,2,97.19
1000040,60766,office,1,90.63
1000041,81767,toys,4,75.78
1000041,63137,office,1,10.04
1000042,49434,automotive,2,743.74
1000042,97132,grocery,1,24.80
1000042,52291,pet,3,81.84
1000042,23676,office,1,84.63
1000042,26688,beauty,1,66.45
1000042,66859,music,1,169.70
1000042,36647,office,3,27.60
1000042,97395,toys,2,82.34
1000042,52694,pet,3,68.95
1000043,21746,grocery,1,40.00
1000043,65624,office,2,160.87
1000044,90108,grocery,4,19.11
1000045,29835,sports,3,179.84
1000046,85880,pet,1,156.56
1000047,41275,pet,10,157.31
1000047,33423,grocery,1,38.95
1000048,30187,grocery,1,23.80
1000048,65692,beauty,4,131.50
1000048,97299,pet,1,8.67
1000048,17562,grocery,3,6.14
1000048,47808,pet,3,119.07
1000049,96140,pet,1,157.79
1000049,47584,pet,2,179.55
1000049,71903,jewelry,4,1606.34
1000049,21463,pet,1,163.20
1000049,41820,pet,1,71.22
1000049,82115,grocery,1,10.14
1000049,89617,grocery,2,23.90
1000049,82445,pet,2,85.97
1000049,60925,toys,1,84.54
1000050,90193,pet,3,49.52
1000051,12182,office,3,150.31
1000051,46345,music,1,137.48
1000051,60251,music,2,152.33
1000051,43559,music,4,141.93
1000052,80907,music,1,28.93
1000053,17892,beauty,4,83.38
1000053,55311,music,1,213.15
1000053,89253,music,1,108.35
1000053,79789,music,2,152.03
1000054,61256,electronics,1,455.53
1000055,72615,beauty,1,23.39
1000055,77406,music,1,202.20
1000056,94718,music,5,39.35
1000056,76380,books,4,13.05
1000056,79572,music,2,150.80
1000057,83901,automotive,1,111.64
1000057,32984,toys,1,13.60
1000057,91466,music,1,189.64
1000058,79830,music,1,49.86
1000058,28885,books,2,42.46
1000058,78710,electronics,1,1197.25
1000059,52762,beauty,3,23.61
1000059,80933,beauty,1,91.62
1000059,66214,jewelry,2,1343.65
1000059,89285,jewelry,1,1312.30
1000059,10698,beauty,4,111.27
1000059,58570,jewelry,1,1629.75
1000059,38323,sports,1,347.76
1000059,16475,beauty,1,53.74
1000059,54981,jewelry,2,989.41
1000059,80419,jewelry,2,302.00
1000059,56093,beauty,4,69.07
1000059,32600,jewelry,2,1032.90
1000059,50265,jewelry,1,973.29
1000060,55526,jewelry,2,2040.72
1000061,34146,jewelry,2,2178.14
1000061,22374,jewelry,2,918.02
1000061,26823,jewelry,1,607.16
1000062,12844,music,3,127.80
1000062,87365,beauty,2,94.48
1000063,90953,jewelry,1,916.50
1000063,50136,jewelry,2,229.79
1000063,62361,beauty,1,61.42
1000064,63334,beauty,1,133.43
1000064,69870,beauty,2,46.64
1000064,85510,jewelry,3,726.53
1000064,25120,beauty,2,48.22
1000065,37307,electronics,1,90.92
1000066,13578,jewelry,1,1882.71
1000067,92030,jewelry,3,235.86
1000067,19887,jewelry,3,2307.64
1000068,81367,jewelry,1,110.89
1000068,60744,grocery,4,37.95
1000068,52230,beauty,2,42.55
1000069,60576,beauty,2,18.85
1000069,62924,jewelry,5,916.68
1000069,45881,fashion,1,43.65
1000069,33466,beauty,3,33.15
1000070,68155,grocery,1,21.98
1000071,82110,books,1,34.37
1000071,34667,pet,1,161.88
1000071,77310,home,1,138.79
1000071,34179,grocery,4,7.35
1000071,41239,books,1,34.24
1000071,55729,grocery,2,25.01
1000071,77005,grocery,3,19.27
1000071,11664,books,1,41.66
1000071,83396,grocery,2,14.93
1000071,33316,office,1,175.29
1000071,71445,grocery,2,16.03
1000072,59913,grocery,1,30.03
1000072,84855,books,4,59.85
1000072,53018,grocery,1,24.36
1000072,30410,home,3,146.57
1000072,31383,home,1,74.65
1000072,76638,books,4,51.43
1000072,16276,books,1,14.81
1000072,98632,books,3,48.10
1000073,85093,grocery,3,28.65
1000073,93214,books,5,20.44
1000073,15796,home,5,156.62
1000074,80915,home,3,329.50
1000075,52920,home,2,288.89
1000075,61320,home,4,120.02
1000075,22447,books,1,57.21
1000075,32496,electronics,1,669.15
1000075,36622,home,1,159.34
1000075,30311,books,3,41.80
1000076,63176,books,1,48.36
1000076,62603,books,2,41.23
1000076,79453,books,1,39.03
1000077,78247,books,1,20.51
1000078,98395,garden,10,158.11
1000079,33995,books,1,21.19
1000080,32666,electronics,1,1232.33
1000080,64546,electronics,1,496.69
1000080,35966,beauty,2,140.54
1000080,15971,beauty,2,13.20
1000080,40285,electronics,1,1309.43
1000080,76694,sports,2,446.40
1000080,60759,beauty,1,146.27
1000080,36901,beauty,2,121.76
1000080,56404,electronics,1,854.57
1000080,52488,beauty,2,51.52
1000080,20549,beauty,1,57.92
1000081,28457,electronics,2,186.56
1000082,25665,beauty,1,12.94
1000083,78565,electronics,5,1044.27
1000083,84827,electronics,2,894.97
1000083,78890,beauty,1,43.44
1000083,99675,beauty,1,137.72
1000083,87365,beauty,2,38.47
1000083,95627,grocery,1,11.41
1000083,27116,beauty,3,149.61
1000083,76620,beauty,2,102.83
1000084,33420,pet,3,116.96
1000084,25847,electronics,1,1204.73
1000084,98831,beauty,10,74.37
1000084,25268,electronics,1,173.36
1000084,23120,garden,1,130.31
1000085,13742,beauty,3,26.22
1000085,92915,electronics,1,1170.25
1000085,79459,electronics,2,1260.57
1000086,86792,beauty,1,128.12
1000086,90746,toys,1,23.77
1000086,86225,electronics,2,920.37
1000087,99770,office,3,13.03
1000087,48449,beauty,3,100.46
1000088,54079,grocery,3,13.28
1000089,51739,beauty,1,74.24
1000089,88876,beauty,1,49.21
1000090,69959,fashion,1,154.17
1000090,41153,garden,1,94.30
1000091,85905,office,1,152.22
1000091,21464,music,1,19.51
1000091,95738,garden,2,143.61
1000091,28205,automotive,1,303.71
1000092,51319,garden,2,153.08
1000093,83418,office,4,65.00
1000093,51086,music,1,135.35
1000093,72435,jewelry,1,1471.48
1000094,54649,office,2,33.82
1000094,93324,automotive,1,121.16
1000095,30571,pet,2,85.98
1000096,73255,pet,1,112.15
1000096,38360,pet,10,45.13
1000096,43101,pet,2,42.07
1000097,26234,toys,2,23.41
1000097,96601,sports,5,411.91
1000097,45056,pet,2,56.05
1000097,38465,automotive,1,249.39
1000097,82113,toys,2,112.63
1000097,41820,pet,2,48.19
1000097,89340,pet,1,15.13
1000097,11209,pet,2,6.90
1000098,87215,pet,1,137.53
1000098,59315,pet,1,119.50
1000098,12813,electronics,1,1376.79
1000098,84569,electronics,1,1495.98
1000098,72418,pet,1,158.55
1000098,20087,pet,10,55.51
1000099,77077,home,3,82.57
1000100,18138,home,1,86.14
1000101,55923,beauty,2,50.88
1000102,63499,pet,1,59.38
1000103,70255,grocery,1,41.48
1000103,93341,home,1,199.10
1000103,92063,grocery,1,26.07
1000103,89253,music,1,55.87
1000104,87794,pet,2,19.59
1000104,87795,garden,2,70.22
1000105,73545,grocery,4,23.53
1000106,11259,home,2,230.14
1000106,29964,sports,1,138.41
1000107,14187,home,1,374.81
1000107,89211,pet,3,77.14
1000107,13665,grocery,1,30.13
1000108,51450,grocery,4,43.49
1000108,72868,pet,10,26.64
1000108,55197,grocery,3,44.11
1000108,61673,pet,2,86.56
1000108,16948,home,1,110.29
1000108,99386,grocery,1,35.15
1000108,30580,home,1,107.66
1000109,78913,grocery,1,4.86
1000109,43551,home,10,68.95
1000109,97557,pet,2,106.24
1000110,36123,automotive,3,612.42
1000110,62294,garden,1,54.97
1000111,36269,home,4,325.22
1000112,48873,music,3,49.51
1000112,61911,beauty,3,76.07
1000113,18895,music,3,166.84
1000114,95867,garden,1,104.63
1000115,67983,garden,3,146.21
1000116,72724,garden,3,25.17
1000116,18080,books,2,36.77
1000116,81361,beauty,1,35.86
1000116,31339,grocery,5,26.13
1000116,36582,garden,2,290.35
1000116,76679,books,2,16.80
1000116,50167,music,3,120.03
1000117,34993,beauty,1,17.65
1000117,16799,books,2,11.14
1000117,11298,garden,1,201.87
1000117,54247,music,2,13.51
1000118,32893,books,2,55.74
1000118,58161,books,1,50.39
1000118,82018,garden,1,144.19
1000118,53668,music,3,147.28
1000119,48447,grocery,4,12.65
1000120,52527,grocery,2,40.77
1000121,93971,grocery,2,34.59
1000122,77279,grocery,2,31.44
1000122,41917,home,2,319.34
1000123,53862,grocery,3,17.30
1000124,40658,grocery,1,23.61
1000125,76032,grocery,2,36.52
1000125,49637,grocery,2,32.89
1000126,24328,grocery,1,18.12
1000127,18661,office,1,116.53
1000128,85052,grocery,5,15.80
1000128,28941,sports,1,404.98
1000129,71229,jewelry,5,842.42
1000129,41952,grocery,5,43.51
1000129,96356,automotive,2,454.63
1000130,99306,books,3,50.59
1000130,19730,automotive,1,579.17
1000130,28287,jewelry,1,1985.35
1000130,85979,jewelry,4,1363.86
1000131,65975,books,1,58.27
1000131,20854,books,1,13.13
1000132,12637,books,2,32.08
1000132,20813,books,1,59.88
1000133,15393,home,1,149.11
1000134,61051,books,1,24.58
1000135,34703,books,2,56.36
1000135,63592,books,1,25.21
1000135,91517,books,1,40.75
1000136,82181,fashion,1,125.24
1000136,43729,toys,2,75.67
1000137,65204,toys,2,111.06
1000138,41086,fashion,1,137.49
1000139,50007,electronics,1,768.14
1000139,63704,garden,1,200.08
1000140,31683,garden,1,241.21
1000140,23868,home,1,79.76
1000141,29960,home,3,313.42
1000141,33953,garden,1,230.88
1000142,40447,grocery,3,14.04
1000143,26226,home,2,346.50
1000143,34224,garden,3,238.04
1000143,16504,home,2,219.93
1000143,74420,home,1,126.39
1000144,29872,home,10,368.73
1000144,48130,garden,2,83.91
1000144,30218,home,2,203.44
1000144,64692,home,2,189.02
1000144,44585,sports,1,265.07
1000145,87707,garden,1,222.51
1000145,67838,garden,1,241.16
1000146,84692,beauty,1,85.72
1000147,26123,garden,3,192.34
1000147,63799,garden,1,139.09
1000147,77261,garden,1,266.06
1000148,32318,home,2,270.84
1000148,64651,home,3,294.51
1000148,93484,garden,1,12.31
1000149,38177,home,10,329.59
1000150,46263,garden,1,41.72
1000151,16612,garden,2,31.70
1000151,76964,home,1,150.21
1000151,37991,home,1,252.19
1000151,99963,garden,1,52.32
1000152,57054,home,1,263.18
1000153,52845,home,2,94.10
1000153,85677,toys,3,81.08
1000153,12289,grocery,1,19.21
1000153,93484,garden,5,296.22
1000154,51045,garden,5,231.67
1000155,56693,garden,1,285.22
1000156,30365,books,2,41.31
1000157,69816,toys,2,44.02
1000158,65075,toys,3,67.53
1000158,30097,toys,3,23.96
1000158,83486,books,1,48.11
1000159,62457,fashion,1,30.58
1000160,80449,office,1,48.78
1000160,31303,toys,2,100.86
1000160,23103,office,3,39.97
1000160,50750,books,3,53.60
1000160,72212,beauty,1,20.27
1000161,52494,jewelry,1,2380.42
1000162,13962,music,5,98.16
1000163,20633,music,2,119.15
1000164,31853,garden,2,33.55
1000164,40357,music,1,59.72
1000165,52027,garden,1,90.32
1000165,62175,jewelry,1,439.20
1000165,76087,jewelry,5,1367.66
1000165,61321,garden,1,88.32
1000165,81052,toys,2,100.90
1000166,29175,beauty,1,64.27
1000167,71535,books,1,38.28
1000168,23347,jewelry,3,284.43
1000169,98427,sports,1,328.93
1000170,77771,sports,3,320.92
1000171,13005,jewelry,2,899.44
1000171,35338,sports,2,27.64
1000171,50224,jewelry,3,745.48
1000172,60560,books,1,20.89
1000172,43359,pet,10,15.73
1000172,26823,jewelry,3,925.72
1000172,26454,sports,3,302.37
1000172,15171,electronics,1,1078.90
1000172,10955,sports,3,420.80
1000172,37533,automotive,1,178.61
1000172,36585,sports,1,24.67
1000172,61871,fashion,1,205.48
1000172,87578,music,1,192.33
1000172,38452,sports,3,390.57
1000172,19280,electronics,5,610.50
1000172,74881,automotive,1,289.04
1000172,94967,sports,5,399.04
1000172,28866,automotive,2,220.33
1000173,76481,electronics,5,1427.28
1000174,36381,automotive,5,830.91
1000174,93589,electronics,1,1410.10
1000175,88029,electronics,2,1246.76
1000176,17624,electronics,3,577.68
1000177,40810,sports,1,254.14
1000177,51417,jewelry,2,1984.50
1000177,44503,sports,3,233.87
1000178,40407,sports,1,472.08
1000178,55632,garden,1,41.16
1000178,71880,garden,1,202.25
1000178,75082,garden,1,56.23
1000178,57716,garden,1,69.51
1000178,12674,garden,1,148.39
1000179,94806,garden,4,65.25
1000179,84061,garden,1,87.83
1000179,58279,office,3,17.02
1000180,50916,garden,3,171.44
1000180,46263,garden,1,176.94
1000180,91425,garden,4,156.61
1000180,50072,garden,3,46.64
1000181,56605,garden,4,143.95
1000181,56903,office,1,106.90
1000182,20010,books,2,56.10
1000182,74865,music,1,122.48
1000183,16449,music,1,67.84
1000183,18790,office,4,12.56
1000184,87805,electronics,3,559.77
1000184,55219,office,2,172.36
1000184,62929,home,2,130.68
1000184,80923,toys,2,90.17
1000184,82317,music,1,201.82
1000184,26363,music,1,88.52
1000184,43284,office,1,143.37
1000185,76223,electronics,1,1047.27
1000185,92786,electronics,1,1443.94
1000185,13761,electronics,1,1269.47
1000185,54939,grocery,1,4.15
1000185,95802,electronics,2,1297.10
1000186,66617,jewelry,1,1724.57
1000186,53829,electronics,2,397.75
1000187,72925,grocery,1,38.77
1000187,71445,grocery,1,27.55
1000187,16449,music,2,88.59
1000188,91572,grocery,3,29.90
1000189,35440,electronics,3,1357.56
1000189,25569,sports,2,335.36
1000189,25521,grocery,1,44.89
1000190,76902,music,2,49.88
1000190,84602,grocery,2,41.07
1000191,99216,grocery,1,7.10
1000191,76458,garden,1,231.72
1000191,50199,automotive,1,103.14
1000192,74077,grocery,1,22.48
1000192,37179,office,2,118.16
1000192,39239,garden,2,46.51
1000192,91668,electronics,1,1316.61
1000192,97390,grocery,3,9.02
1000192,83799,grocery,10,16.97
1000193,20915,office,1,154.07
1000194,95306,grocery,1,19.10
1000194,74573,electronics,3,1346.65
1000194,11362,electronics,1,969.90
1000195,28682,grocery,3,10.01
1000196,85754,grocery,10,40.29
1000196,45516,grocery,1,18.09
1000197,25828,books,2,42.42
1000197,73764,books,1,29.67
1000197,91492,books,2,18.69
1000197,74337,books,1,42.45
1000198,57084,books,3,22.70
1000198,87840,books,3,48.45
1000198,22334,beauty,1,49.94
1000198,45459,pet,1,168.36
1000198,42662,books,3,55.16
1000198,96948,books,1,48.54
1000199,15209,toys,1,39.05
1000200,94115,beauty,1,112.87
1000201,73289,beauty,5,135.02
1000201,16405,books,1,27.38
1000201,39442,beauty,1,46.60
1000202,65588,books,1,44.20
1000202,29071,books,2,29.63
1000202,71510,beauty,1,33.74
1000202,57371,books,1,33.12
1000202,90673,books,2,11.29
1000202,31986,automotive,2,484.22
1000203,87710,sports,5,20.65
1000203,96897,music,1,114.13
1000203,41641,sports,1,175.48
1000204,35911,sports,2,230.43
1000205,65146,sports,1,64.78
1000206,74752,automotive,2,291.52
1000206,87669,sports,1,475.92
1000206,40785,music,2,105.44
1000206,22720,sports,1,362.22
1000207,18099,toys,1,70.25
1000207,85544,sports,3,253.82
1000207,24751,books,1,21.22
1000207,90068,sports,3,119.56
1000207,32361,books,1,47.37
1000208,80686,sports,1,482.47
1000208,58450,sports,1,421.83
1000208,37645,home,1,281.35
1000208,17755,sports,2,333.90
1000209,54852,jewelry,1,665.70
1000209,95476,grocery,1,36.80
1000209,54205,pet,3,95.14
1000209,71300,pet,2,134.21
1000209,71367,sports,4,348.01
1000209,42369,automotive,1,878.28
1000209,29561,sports,3,359.52
1000209,66031,sports,4,342.01
1000209,85714,sports,2,407.03
1000209,42315,sports,1,340.07
1000209,51027,toys,1,85.17
1000210,96676,sports,3,64.70
1000210,52833,sports,2,375.07
1000210,63578,sports,1,351.07
1000210,33969,sports,1,483.43
1000211,64378,garden,5,33.45
1000212,43304,jewelry,3,452.67
1000213,63266,office,3,121.39
1000214,91465,office,2,19.21
1000214,96513,jewelry,3,1330.28
1000215,16556,jewelry,1,1678.54
1000216,76458,music,2,167.95
1000216,90933,office,2,51.87
1000217,13836,jewelry,2,1001.54
1000217,62165,garden,1,248.77
1000217,44332,office,4,13.55
1000218,87562,garden,3,32.29
1000219,10540,automotive,1,365.81
1000219,14743,automotive,2,686.47
1000220,33644,pet,1,111.54
1000220,67983,music,1,182.65
1000221,11491,toys,1,115.61
1000221,16635,jewelry,2,2175.82
1000221,12088,garden,1,263.93
1000221,43143,music,5,122.80
1000222,23382,books,1,16.37
1000222,75596,automotive,3,183.69
1000222,33012,music,1,145.38
1000223,63979,books,1,37.41
1000223,47156,home,1,16.86
1000224,94684,toys,1,106.57
1000225,40795,books,3,51.77
1000226,60302,books,3,54.39
1000226,71887,toys,1,94.61
1000226,37420,toys,1,81.93
1000227,59099,toys,1,65.12
1000227,34445,books,3,52.10
1000227,57125,books,1,31.20
1000228,69813,beauty,3,13.74
1000229,88205,toys,4,52.69
1000230,29898,garden,1,292.13
1000230,46691,garden,1,152.22
1000230,28704,office,1,90.78
1000230,31232,office,1,34.30
1000230,97480,books,1,42.38
1000231,88134,office,1,131.22
1000232,19942,office,1,178.71
1000233,64863,music,4,143.90
1000233,17431,garden,1,284.81
1000233,74865,music,1,111.15
1000233,60251,music,1,182.30
1000233,56072,office,1,146.22
1000233,39666,office,1,49.81
1000233,55270,music,2,190.51
1000233,27627,office,1,23.78
1000233,89961,music,1,115.70
1000234,48574,music,2,146.34
1000234,99512,pet,1,98.19
1000235,94284,jewelry,2,2102.74
1000236,57336,toys,2,75.81
1000237,19111,office,1,106.35
1000237,51448,garden,1,129.75
1000237,25906,garden,2,87.26
1000237,90452,garden,1,297.64
1000238,27644,music,10,111.59
1000239,32559,automotive,1,129.20
1000239,79571,office,2,24.55
1000239,41767,music,2,138.95
1000240,18116,office,2,96.98
1000241,38918,garden,1,280.04
1000242,22867,fashion,1,39.97
1000243,53362,garden,1,142.97
1000243,32977,garden,2,157.80
1000243,31192,garden,5,243.25
1000243,71975,garden,5,211.93
1000243,63887,garden,5,230.15
1000243,84376,garden,1,150.81
1000243,40520,garden,1,206.95
1000243,85736,garden,1,160.75
1000243,22975,garden,2,38.79
1000244,57791,fashion,3,72.72
1000244,96842,pet,1,141.54
1000244,93944,automotive,3,562.10
1000245,37096,automotive,10,454.45
1000246,91287,automotive,2,443.53
1000246,52250,pet,1,85.55
1000246,68813,pet,1,8.06
1000246,30418,automotive,1,561.18
1000247,62164,pet,1,92.79
1000247,52633,beauty,1,129.31
1000247,71571,pet,2,147.67
1000247,76544,automotive,1,774.27
1000247,17880,home,1,197.10
1000247,40285,automotive,1,712.17
1000247,73279,electronics,2,645.73
1000247,75426,automotive,2,441.97
1000247,81751,toys,2,49.71
1000248,73800,pet,2,106.37
1000249,84046,automotive,1,767.79
1000250,97283,office,1,130.71
1000250,14819,beauty,2,114.20
1000250,81855,toys,1,103.96
1000251,24550,toys,1,53.68
1000251,51190,garden,3,27.50
1000251,14450,books,2,13.40
1000252,67727,grocery,1,21.61
1000253,41837,automotive,4,433.79
1000253,50013,automotive,5,143.23
1000253,12344,automotive,2,577.17
1000253,35202,grocery,1,41.17
1000253,38234,grocery,1,15.93
1000254,57319,office,1,139.12
1000255,80632,office,1,111.90
1000255,30160,automotive,2,243.66
1000255,98610,automotive,1,218.02
1000255,71058,grocery,2,14.96
1000256,66455,office,2,129.19
1000257,74099,office,1,41.26
1000258,92746,office,1,101.25
1000259,12053,office,3,69.40
1000260,31199,toys,3,31.14
1000261,70708,fashion,1,189.65
1000262,76876,grocery,1,42.32
1000263,62466,grocery,4,11.35
1000263,49089,office,1,51.01
1000264,58891,automotive,1,77.55
1000264,48590,jewelry,1,322.04
1000264,79588,jewelry,1,1632.94
1000264,90130,office,1,9.16
1000264,46004,pet,1,90.44
1000264,50662,beauty,1,34.95
1000264,11255,beauty,3,47.10
1000264,32992,home,1,41.52
1000265,86863,garden,1,121.16
1000266,12947,pet,2,120.54
1000266,23615,beauty,1,116.73
1000267,68643,pet,5,13.62
1000268,29345,beauty,2,101.42
1000269,42336,office,4,132.87
1000269,12040,pet,2,68.80
1000270,17560,garden,2,284.88
1000270,97077,books,2,47.85
1000271,91517,books,2,36.60
1000271,35014,garden,1,139.59
1000271,94711,fashion,1,214.32
1000271,27990,garden,1,105.15
1000271,41364,garden,1,278.73
1000271,65652,fashion,1,20.04
1000272,87904,fashion,1,246.41
1000272,79748,garden,4,248.83
1000272,78114,garden,1,56.56
1000272,70088,fashion,2,104.43
1000272,51973,fashion,1,41.14
1000272,51915,books,3,45.63
1000272,66374,garden,3,214.42
1000272,41760,fashion,3,28.60
1000272,14088,books,1,55.94
1000272,47056,sports,1,466.17
1000272,68943,garden,4,256.65
1000272,47015,sports,2,41.25
1000272,30365,books,2,25.00
1000272,90235,garden,10,299.24
1000272,56605,garden,1,37.94
1000273,60918,garden,1,126.97
1000274,49012,books,2,33.37
1000274,35143,garden,1,162.98
1000274,93271,beauty,2,105.23
1000274,14650,fashion,1,104.01
1000275,78447,fashion,1,163.33
1000276,98452,music,2,28.02
1000277,27884,electronics,3,567.45
1000277,37763,books,2,25.26
1000277,96182,garden,2,228.10
1000277,27174,home,2,282.60
1000277,61579,garden,1,163.72
1000277,90493,garden,1,189.97
1000278,66618,beauty,1,130.73
1000278,67599,sports,1,127.12
1000278,20918,fashion,2,131.47
1000279,54738,garden,1,91.45
1000280,95432,pet,1,171.15
1000280,72394,automotive,2,145.10
1000280,45771,office,2,175.18
1000280,91169,grocery,1,20.91
1000280,68813,pet,2,28.93
1000281,31594,pet,4,162.36
1000281,47425,jewelry,5,414.17
1000281,11124,grocery,5,26.41
1000281,68026,grocery,3,33.54
1000281,39283,sports,2,162.12
1000282,62386,books,1,14.84
1000283,39282,grocery,1,31.87
1000283,73488,home,2,208.39
1000284,20599,toys,4,105.35
1000284,87185,jewelry,3,1543.35
1000284,67332,jewelry,1,1330.38
1000284,42059,fashion,1,139.30
1000284,33254,sports,2,265.32
1000284,27332,sports,1,208.05
1000285,51447,pet,1,159.56
1000286,45448,books,2,55.44
1000286,73488,home,1,349.50
1000287,94064,toys,1,78.91
1000287,35843,electronics,1,964.04
1000287,12416,garden,1,168.53
1000288,65168,garden,2,34.87
1000288,79988,toys,2,78.17
1000288,31388,books,2,15.71
1000289,35018,books,1,29.68
1000290,89263,books,2,15.00
1000290,62386,books,2,35.28
1000290,36992,toys,2,90.27
1000290,13446,toys,3,76.53
1000290,47334,toys,1,103.26
1000291,50794,toys,1,90.21
1000292,47391,electronics,1,247.85
1000292,51962,electronics,10,1215.38
1000292,45423,books,2,37.14
1000293,99136,books,1,34.35
1000294,96117,electronics,1,1261.50
1000295,99762,automotive,1,143.78
1000295,86501,garden,1,270.03
1000295,46632,toys,2,16.16
1000295,16516,beauty,1,86.84
1000295,11431,books,1,11.44
1000295,19286,books,3,40.58
1000295,63510,electronics,3,925.17
1000296,27497,electronics,1,785.82
1000296,96148,toys,1,33.78
1000296,92342,electronics,4,1184.46
1000297,59858,books,2,56.03
1000297,51940,books,4,15.45
1000297,21914,garden,1,206.89
1000297,58693,books,2,45.11
1000297,13175,electronics,2,1055.61
1000297,93589,electronics,3,226.41
1000297,95890,toys,2,93.43
1000298,73477,books,1,42.90
1000299,65588,books,1,36.57
1000299,21622,toys,1,73.15
1000300,23341,books,1,54.97
1000301,70090,toys,2,79.24
1000302,45442,automotive,1,733.14
1000302,66200,grocery,1,26.85
1000302,72210,grocery,1,7.09
1000302,87089,grocery,5,22.76
1000302,25502,office,1,55.32
1000303,98284,grocery,1,23.48
1000303,36674,books,1,51.98
1000303,36400,electronics,1,801.29
1000303,21531,beauty,1,86.97
1000304,67017,toys,1,27.49
1000305,85673,sports,1,290.10
1000305,67861,toys,2,83.66
1000306,50882,toys,1,20.74
1000306,95251,books,2,39.11
1000307,94741,electronics,1,389.01
1000307,63661,automotive,3,733.61
1000308,39835,electronics,4,372.04
1000309,52720,sports,4,363.13
1000310,70939,music,1,71.78
1000310,82170,electronics,3,1078.76
1000311,36718,toys,1,53.37
1000312,94338,electronics,1,347.28
1000313,67928,home,4,346.16
